,Title,Chapter,Verse,English Translation,a1,a2,a3,a4,a5
383,Vibhuti Yoga,10,13,"Arjuna said: Dear Lord, You are the highest, the absolute the Supreme, Eternal and everlasting, the greatest purifier, the ultimate resort, Surpasser of all boundaries known to man, the origin of all Deities, the omni-present Spirit, and filled with spiritual Divinity.The greatest seers and divine sages, NARADA, ASIT, DEVAL, VYAS as well as You yourself have said all of these characteristics of You, my Lord.",0.0,851.7487,1216.9508,695.8476,0.0
384,Vibhuti Yoga,10,14,"Lord Krishna, I accept all of the Knowledge that You have bestowed upon ME as true. I have also understood, dear Lord, that your very manifestation and origin is not understood by Deities let alone demons.",1603.293,1338.1016,825.8832,0.0,0.0
385,Vibhuti Yoga,10,15,"Arjuna continued: O Krishna, Originator of all, Lord of all beings, Lord of all Deities, Master and Creator of the World, the FIRST among all men, you alone in this universe, truly know Yourself.",0.0,1005.43243,1273.1967,1061.6606,0.0
386,Vibhuti Yoga,10,16,"You should indeed, without reserve, tell me of Your Divine glories by which You exist pervading all these worlds.",1507.2552,1260.8722,787.803,0.0,0.0
387,Vibhuti Yoga,10,17,"Lord Krishna, please, fully describe to me, how I shall truly know you by constantly meditating upon you. In how many different forms can I meditate upon you to completely understand you ?",2444.1548,2043.6394,1203.3004,0.0,0.0
388,Vibhuti Yoga,10,18,"Arjuna demanded further: Lord Krishna, once again, describe fully to me, your divine glories and supreme splendour. My thirst for hearing your sweet and divine words again and again, is not yet quenched.",1236.4167,1031.165,651.0961,0.0,0.0
389,Vibhuti Yoga,10,19,The Blessed Lord said: You are blessed O Best of the KURUS; hence I will declare to you my Divine Glory by its chief characteristics; there is no end to details of Me.,753.12225,592.10834,547.3431,0.0,0.0
390,Vibhuti Yoga,10,20,"O Gudakesha (the conqueror of slumber) am the soul, seated in the heart of all beings. I am the beginning the middle and also the end of all lives.",0.0,838.4022,1078.43,843.2269,0.0
391,Vibhuti Yoga,10,21,"Among the sons of light I am Vishnu; of radiances, the Glorious Sun. I am the lord of the winds and storms, and of the lights in the night I am the moon.",1208.9001,976.68915,818.59515,0.0,0.0
392,Vibhuti Yoga,10,22,"Of the Vedas I am the Veda of songs, I am Indra, the Chief of Gods I am the mind amongst the senses, and in all living beings I am the light of consciousness.",1868.2756,1567.2515,867.4649,0.0,0.0
393,Vibhuti Yoga,10,23,And among the RUDRAS I am Shankara; among the YAKSHAS and RAKSHASAS I am the Lord of wealth (KUBERA) ; among the VASUS I am PAVAKA (AGNI) ; and among the mountains I am the MERU.,329.89508,242.0657,202.81778,0.0,0.0
394,Vibhuti Yoga,10,24,"I am the divine priest, Brihaspati among the priest, and among warriers Skanda, the God of war. Of lakes I am the vast ocean.",1493.2036,1251.7067,734.78674,0.0,0.0
395,Vibhuti Yoga,10,25,"I am Bhrigu among great seers and of words I am OM, the word of eternity. Of prayers I am the prayer of silence; and of things that move not I am the Himalayas.",1982.5485,1661.1124,904.19635,0.0,0.0
396,Vibhuti Yoga,10,26,"Of trees I am the tree of life, and of heavenly seers, Narada. Among celestial musicians I am Chitra-Ratha, and among seers of earth, Kapila.",993.9285,808.15436,608.2984,0.0,0.0
397,Vibhuti Yoga,10,27,"I am the horse of Indra among horses; and of elephants, Indra?s elephant Airavat. Among men I am King of men.",1293.4647,1083.8334,658.8925,0.0,0.0
398,Vibhuti Yoga,10,28,"Of weapons I am the thunderbolt, and of cows the cow of wonder. Among creators I am the creator of love, and among serpents the serpent of Eternity.",1096.279,874.91974,768.9021,0.0,0.0
399,Vibhuti Yoga,10,29,"Among the snakes of mystery I am Ananta, and of those born in waters I am Varuna, their Lord. Of the spirits of the fathers am Aryaman, and I am Yama, the ruler of death.",1399.2297,1172.9602,700.03436,0.0,0.0
400,Vibhuti Yoga,10,30,"Of demons I am Prahlada their prince, and of all things I am the measure of time. Of beasts I am the king of beasts, and beasts and birds I am Vainateya who carries a god.",1992.8018,1670.7686,916.74493,0.0,0.0
401,Vibhuti Yoga,10,31,"I am the wind among things of purification, and among warriors I am Rama, the hero supreme. Of fishes in the sea I am Makara, the wonderful and among all rivers the holy Ganges.",1640.7845,1376.0798,808.24567,0.0,0.0
402,Vibhuti Yoga,10,32,I am the beginning and the middle and the end of all that is. Of all knowledge I am the knowledge of the Soul. Of the many paths of reason I am the one that leads to Truth.,1993.5166,1667.4716,1006.8421,0.0,0.0
403,Vibhuti Yoga,10,33,"Of sounds I am the first sound ?A?. Of compounds I am coordination. I am time, never ending time. I am the Creator who sees all.",2340.7205,1973.1682,981.12756,0.0,0.0
404,Vibhuti Yoga,10,34,"I am death that carries off all things, and I am the source of things to come. Of feminine nouns I am Fame and Prosperity; speech, Memory and Intelligence, Constancy and Forgiveness.",1741.6018,1459.1254,806.55505,0.0,0.0
405,Vibhuti Yoga,10,35,"I am the Brihat song of all songs in the Vedas. I am the Gayatri of all measures in Verse. Of months I am the first of the year, and of all the seasons the season of blossoms.",1280.9329,1036.9354,859.63104,0.0,0.0
406,Vibhuti Yoga,10,36,I am the cleverness in the gambler?s dice. I am the beauty of all things beautiful. I am victory and the struggle for victory. I am the goodness of those who are good.,2329.6924,1955.9576,1062.266,0.0,0.0
407,Vibhuti Yoga,10,37,"Of all the children of Vrishni I am Krishna; and of the sons of Pandu I am Arjuna, Among seers in silence I am Vyasa; and among poets the poet Usana.",1146.1316,956.8328,590.91235,0.0,0.0
408,Vibhuti Yoga,10,38,"I am the sceptre of rulers of men; and I am the wise policy of those who seeks victory. I am the silence of hidden mysteries, and I am the knowledge of those who know.",2021.606,1694.6868,962.74,0.0,0.0
409,Vibhuti Yoga,10,39,"Arjuna, know that I am the seed of all things that are, and that no being that moves or moves not can ever be without Me.",2358.1365,1968.2084,1162.9154,0.0,0.0
410,Vibhuti Yoga,10,40,"There is no end of my divine qualities, Arjuna. What I have spoken here to thee shows only a small part of my infinity.",1854.002,1551.1318,959.2232,0.0,0.0
411,Vibhuti Yoga,10,41,"Whatever is beautiful and good, whatever has glory and power is only a portion of My own radiance.",765.40405,766.5528,936.2958,0.0,0.0
412,Vibhuti Yoga,10,42,But of what help is it to you to know this diversity? Know that with one single fraction of My Being I pervade and support the Universe and know that I am.,2315.4983,1934.2336,1156.8905,0.0,0.0
413,Viswarupa-Darsana Yoga,11,1,"Arjuna thankfully replied:O Lord it is because of Your mercy alone that the mystery of the self which has confused me until now, has become clear in the mind.",1302.1809,1074.2568,824.0341,0.0,0.0
414,Viswarupa-Darsana Yoga,11,2,"The origin and destruction of beings verily, have been heard by me in detail from You, O Lotus-eyed Krishna, and also Your inexhaustible greatness.",0.0,808.778,1017.4435,849.6661,0.0
415,Viswarupa-Darsana Yoga,11,3,"(Now) O Supreme Lord! As you have thus described Yourself, I wish to see (actually) Your Form Divine, O PURUSHOTTAMA.",0.0,0.0,0.0,463.015,0.0
416,Viswarupa-Darsana Yoga,11,4,"O Great Lord of Yoga, if you think of me as being worthy and able to see your Supreme form, then display Your true, eternal self to me dear Lord.",1739.4573,1450.1211,918.5342,0.0,0.0
417,Viswarupa-Darsana Yoga,11,5,"The Blessed lord said: Behold O Dear Arjuna, as I reveal to you hundreds and even thousands of My various, divine forms of several colours and shapes.",55.9923,581.73395,965.0559,168.731,0.0
418,Viswarupa-Darsana Yoga,11,6,"Watch My Dear Devotee, as I disclose to you my various forms. The gods of sun, fire and light; the gods of storm, and lightning and the two beautiful charioteers of Heaven. Behold O Relative of Bharata, vision and sights never before seen by the naked human eyes!",0.0,839.7103,1243.5089,589.44135,0.0
419,Viswarupa-Darsana Yoga,11,7,"Arjuna, see before you now, the whole universe as it both moving and at rest, see whatever you desire. See it all in me because I am in everything and everything is in Me.",2057.642,1722.6389,1026.5275,0.0,0.0
420,Viswarupa-Darsana Yoga,11,8,"However, Dear Arjuna, understand that one can only see My divine form through divine eye-sight. You can never see Me through your mortal eyes. Therefore I will give you divine eye-sight to behold my divine Power and glory.",1629.8235,1364.0472,792.809,0.0,0.0
421,Viswarupa-Darsana Yoga,11,9,"Sanjaya (narrator of the Geeta), further explained to his King:Thus, when the great Lord Hari, God of Yoga had spoken, He revealed to Partha (Arjuna) His Divine Form.",0.0,624.74225,578.2966,1800.0281,0.0
422,Viswarupa-Darsana Yoga,11,10,"Sanjaya Continued: Arjuna had now begun to see the most extra-ordinary and miraculous visions and marvels; several faces; several divine ornaments and a countless amount of heavenly weapons. Sanjaya described Arjuna saw before him, a wide range of heavenly garlands, and garments, with divine perfumes and scents. This heavenly and infinite image, made up of all fantastic wonders,was facing all directions and all the endless marvels seemed to be contained in him.
",46.431984,795.3371,1265.4396,270.82727,0.0
423,Viswarupa-Darsana Yoga,11,11,"1. Wearing divine garlands (necklaces) and apparel, anointed with divine unguents, the All-wonderful, Resplendent, Endless, facing all sides.",0.0,508.29742,468.24197,1671.4348,0.0
424,Viswarupa-Darsana Yoga,11,12,The divine radiance and beautiful light that was being emmitted by the glorious vision was so great that it could only be matched by the light of one thousand suns arising in the sky at once.,826.6898,1038.6115,1242.2131,0.0,0.0
425,Viswarupa-Darsana Yoga,11,13,"Here, the Pandava (Arjuna) saw the whole universe in its several dimensions and varieties all gathered together in the Supreme Lord of Lords.",0.0,1182.8857,1132.5222,2331.9458,0.0
426,Viswarupa-Darsana Yoga,11,14,"Then, Dhananjaya, filled with wonder, with his hair standing on end, bowed down his head to the God and spoke with joined palms.",531.04376,780.9909,989.892,0.0,0.0
427,Viswarupa-Darsana Yoga,11,15,"O Lord, I have seen within Thy heavenly body, all of the gods and the infinite variety of being that have been created by You. I see before Me the great Lord Brahma who is seated on the lotus throne, all the seers of light (sages), and the Divine Serpents as well.",0.0,697.4774,1044.631,471.80075,0.0
428,Viswarupa-Darsana Yoga,11,16,"   Arjuna explained to the Lord:                                                                                                                         O Krishna, I behold your image as being never-ending, with countless arms, faces, bellies, eyes, and mouth. I sense the divinity and power coming from all parts of Your Superior Being. O Lord of Lords, I am unable to see Thy beginning, middle or end for You are of infinite form!",1194.8485,994.60046,664.21564,0.0,0.0
429,Viswarupa-Darsana Yoga,11,17,"I can clearly see the crown, sceptre and discus glowing upon Your lotus body like a mass of intense light. Your dazzling image is difficult for me to behold and believe, yet I still see You in Your full brilliance as the eternal, flaming fire, the blinding sun and truly as one of a kind.",1500.9625,1250.7543,870.9306,0.0,0.0
430,Viswarupa-Darsana Yoga,11,18,"You are immortal, imperishable and never ending. You are the height of knowledge and the Supreme to be realized by all. You are the support of this large universe. I think you to be the guardian and ruler of the eternal law of purity and virtue. You are the ever-lasting Spirit who is, and always has been, at the very beginning of all things in the universe.",1549.2363,1264.0468,1028.536,0.0,0.0
431,Viswarupa-Darsana Yoga,11,19,"O Great Lord, I see Thee as having no beginning, middle or end; being of endless and infinite power and glory which is all contained in Your unlimited number of divine arms. Thy face resembles an eternal fire that gives light and life to all things in this enormous universe. In Thine eyes I see the sun and the moon, dear Lord.",1057.0353,840.88696,787.45636,0.0,0.0
432,Viswarupa-Darsana Yoga,11,20,"This space between earth and the heavens and all the quarters is filled by You alone; having seen this, Your wonderful and terrible form, the three worlds are trembling with fear, O great-souled Being",0.0,652.45514,1031.9908,275.90576,0.0
433,Viswarupa-Darsana Yoga,11,21,"The many hosts of gods join and come into You my Lord. Out of respect, fear and love for You, they praise and adore You. The great sages and seers all sing praises of Thy glory as well, Almighty Lord.",878.7156,713.44916,714.8929,0.0,0.0
434,Viswarupa-Darsana Yoga,11,22,"The Rudras of destruction, the Adityas, the Vasus, the Sadhyas, and the Visvedevas; the two Asvins (Charioteers) of heaven; the Maruts (Lord of winds and storms); the Spirits of Ancestors; the divine singing choirs of the Gandharvas; the Yakshas (keepers of wealth); the demons of hell; and the Siddhas (those who gained the prestigious goal of perfection on earth), all of these Supreme souls and saints gaze upon Thee with wonder and respect.",0.0,1037.3131,949.9393,2802.5063,0.0
435,Viswarupa-Darsana Yoga,11,23,"However Dear Lord, the worlds cannot help but tremble at the fearful sight of Your mighty and terrifying forms. The forms consisting of many eyes, mouth, bellies, feet and terrible fangs that are too frightening for the average mortal to gaze upon. However this is but one single aspect of your omniscience (being everything and every-where) in the universe.",417.1636,724.34283,1052.0494,0.0,0.0
436,Viswarupa-Darsana Yoga,11,24,"O Lord, when I see Your vast and enormous form which reaches the sky, surrounded by a burning and magnificient glow of several beautiful colours, with mouth opened wide and large, my heart and inmost soul tremble in amazement and terror. My power and peace of mind have also vanished, Dear Vishnu.",4.2407475,712.4955,1126.4434,275.6283,0.0
437,Viswarupa-Darsana Yoga,11,25,"O Lord, seeing Your enormous facial features and frightening teeth like the fire that burns till the end of time and all existence, I find myself truly losing all sense of direction and peace with myself! O Lord have mercy on me! Give me shelter, O Giver of refuge and Supreme Being of this vast universe.",1226.9894,1022.5296,691.8425,0.0,0.0
438,Viswarupa-Darsana Yoga,11,26,"Arjuna began to explain: All the sons of Dhratarashtra together with the other hosts of kings and princes along with Bhisma, Drona, and Karna and other great warriors on our side?.Arjuna Continued:?are all being forced to enter the various mouths of your most enormous and terrifying forms, inspiring terror in everyone with those fearful fangs.",0.0,944.0968,1462.8651,536.16125,0.0
439,Viswarupa-Darsana Yoga,11,27,"Arjuna began to explain: All the sons of Dhratarashtra together with the other hosts of kings and princes along with Bhisma, Drona, and Karna and other great warriors on our side?.Arjuna Continued:?are all being forced to enter the various mouths of your most enormous and terrifying forms, inspiring terror in everyone with those fearful fangs.",0.0,944.0968,1462.8651,536.16125,0.0
440,Viswarupa-Darsana Yoga,11,28,Your flaming mouths are consuming all of these heroes of our modern world like roaring torrents of rivers rushing forward into the ocean.,621.64575,967.67377,1298.5323,0.0,0.0
441,Viswarupa-Darsana Yoga,11,29,"All of these men are rushing swiftly into the blazing fire coming from Your several mouths, towards their death and destruction just as moths swiftly rush into a burning flame and die.",787.6339,829.74774,968.47235,0.0,0.0
442,Viswarupa-Darsana Yoga,11,30,"The large fires that can be seen from within the mouths of Your divine forms, devour all the worlds of the universe. Your glorious, fiery rays fill the whole universe. However, Dear Vishnu, this very same universe is the victim of Your terrible radiant and scorching rays of light!",344.82837,781.84937,1168.7528,0.0,0.0
443,Viswarupa-Darsana Yoga,11,31,"Dear Lord Supreme, I do not understand Your mysterious ways. Reveal Yourself to me! Who are You in this terrible form? Be gracious to me Dear Lord, and explain to me the secret of Your reality, for I am confused.",2101.2112,1755.9397,995.1294,0.0,0.0
444,Viswarupa-Darsana Yoga,11,32,"The Blessed Lord spoke:Dear Arjuna, understand that I am the all-powerful entity known as Time, which destroys all beings in this universe. Even without the help of your actions, all of these warriors standing before Me in the opposing armies shall cease to live!",992.491,791.7196,697.1643,0.0,0.0
445,Viswarupa-Darsana Yoga,11,33,"Therefore, arise O son of Kunti (Arjuna), win thy glory, conquer your enemies, enjoy a prosperous kingdom! Through the result of their own Karma, I have doomed these people to die and you, My Dear disciple, are simply a means of Mine by which this task shall be accomplished.",858.1103,683.3117,600.5724,0.0,0.0
446,Viswarupa-Darsana Yoga,11,34,"Do not fear O Arjuna! Fight and slay all these great warriors such as Drona, Bhisma, Karna and Jayad-Ratha, who are already doomed for death! Be bold O Arjuna! perform your duty; conquer your enemies in battle and leave the rest up to Me the Supreme Lord.",893.47076,739.83514,523.44135,0.0,0.0
447,Viswarupa-Darsana Yoga,11,35,"Sanjaya narrated to his King:When Arjuna had heard the words of Krishna, he folded his hands and bowed his trembling body down before the Great Lord in adoration and in a faultering voice he spoken:",0.0,955.60736,1299.1823,787.7836,0.0
448,Viswarupa-Darsana Yoga,11,36,"Dear Krishna, it is a true fact that countless people sing thy praise and take delight in glorifying You. The Rakshasas (evil-doers) flee in terror in all directions from Your Divine Might! All the great Saint and Seers bow down in love and adoration before You.",148.62854,508.68643,826.77466,68.37589,0.0
449,Viswarupa-Darsana Yoga,11,37,"To think that any wiseman would do anything else but bow down before Your infinite greatness. is unwise, O Blessed Lord, Lord of Lords, Spirit Supreme! You are the Lord of Brahma (the Lord of Creation). You, my Dear Lord, are the never-ending, eternal refuge of the world. You are all that exists, that is non-existent, and that is even beyond existence.",942.76294,764.5405,583.45636,0.0,0.0
450,Viswarupa-Darsana Yoga,11,38,You are the first and foremost of Gods; You are the beginning of all existence and are the support of this vast universe. You know all and You are all that is to be known. You are the sole Supreme Goal to be realized by all. You are the Eternal and Omnipresent. From You alone all things have evolved O Krishna!,1711.44,1428.2865,947.1414,0.0,0.0
451,Viswarupa-Darsana Yoga,11,39,You are the wind (Vayu); Yama (the destroyer); You are the Sea-God (Varuna); the moon (Lord Sasanka); the Grand King of all (Prajapati). Hail to Thee O Lord! A thousand adorations to thee! Again and again to thee everyone hails!,0.0,211.90048,150.64656,1770.3264,0.0
452,Viswarupa-Darsana Yoga,11,40,"May good prayers, adorations, and salutations come to Your greatness from all directions O Mighty Lord Krishna! O Lord of all aspects of this universe, limitless in power and infinite might. You, the most Superior of all, have the ominous power to penetrate all beings in this universe. You are All, Dear Lord.",1018.25336,822.6193,814.7891,0.0,0.0
453,Viswarupa-Darsana Yoga,11,41,"O Madhava (Krishna). my dear comrade and Lord, for whatever I have unthinkingly said to You, ignorant of the fact  that You are very much more a Greater Being than simply MY companion in battle; for my utter ignorance or maybe out of fondness?
?for whatsoever I have incorrectly presumed about You; for my irreverence and disrespect when alone with You or amongst companions; for making fun or teasing You at play or at rest: for all these things, dear Lord, please find it in Your divine heart to forgive Me for this ignorance.",1376.1829,1150.2325,701.7173,0.0,0.0
454,Viswarupa-Darsana Yoga,11,42,"In whatever way I may have insulted You for the sake of fun, while at play, reposing or sitting, or at meals, when alone (with You), O Achyuta, or in company ? that, O Immeasurable One, I implore You to forgive.",1153.9387,962.9892,619.5594,0.0,0.0
455,Viswarupa-Darsana Yoga,11,43,Arjuna continued to praise Krishna: You are the divine father of All. The Supreme Master. You are all that is moving and unmoving. You are the single object of worship in all the universe and the Supreme Teacher. Who is like You? Whose power exceeds and goes beyond Your infinite Might?,1182.4418,981.8498,688.1436,0.0,0.0
456,Viswarupa-Darsana Yoga,11,44,"I kneel before Your greatness O Lord, simply in love and adoration for You! I beg for beg your good grace and mercy on me, O Vishnu. I plead with Thee Shri Krishna, as a friend to his friend or as a lover would to his beloved!",1548.6582,1294.6472,791.62573,0.0,0.0
457,Viswarupa-Darsana Yoga,11,45,"Arjuna expressed gratefully:
The vision that I have seen because of your divine Grace, no mortal man has seen before, At the same time, I rejoice with extreme joy and my heart trembles with fear of You, O Lord! Have mercy on Me, O Lord of all the Lords, Be gracious O Refuge of this universe! Please show me your human form once more.",1103.9574,921.2085,586.86426,0.0,0.0
458,Viswarupa-Darsana Yoga,11,46,"I desire to see You as before, crowned, bearing a mace, with a discus in hand, in Your Former Form only, having four arms, O Thousand-armed, O Universal Form.",0.0,630.8771,992.185,384.84433,0.0
459,Viswarupa-Darsana Yoga,11,47,"The Lotus-colured Lord Krishna said: Through My divine Power and Grace, Dearest Arjuna, I have shown you the form Supreme made of a divine glow, which is the infinite, endless and true form of mine from beginning of all existence. I have revealed to you O devotee of Mine, the luminous vision of Me which no mortal has observed before.",26.890768,590.2894,960.7276,208.58273,0.0
460,Viswarupa-Darsana Yoga,11,48,"The Blessed Lord spoke solemnly: O Arjuna, you the greatest of Kurus alone has seen My true and Supreme form. Consider yourself fortunate for neither through the Vedas, nor through sacrifices, nor studies, nor through ceremonial rites, rituals or fearful actions of worship can a mere mortal man hope to see My Supreme form.",773.6873,609.25604,589.18994,0.0,0.0
461,Viswarupa-Darsana Yoga,11,49,"Be not afraid, nor bewildered on seeing such a terrible-Form of Mine as this; with your fear dispelled and with gladdened heart, now behold again this Form of Mine.",0.0,597.19135,976.431,280.4074,0.0
462,Viswarupa-Darsana Yoga,11,50,"Sanjaya further recounted:Having said this to Arjuna, the great Lord Vasudeva (Krishna) revealed to Arjuna, His human form once more. Thus the Lord of all beings gave peace to Arjuna?s fear and comforted a terrified Arjuna.",0.0,608.55426,966.4162,335.56964,0.0
463,Viswarupa-Darsana Yoga,11,51,"Arjuna responded in relief:Now that I see your gentle human form Dear Krishna, I have returned back to my normal self with a peaceful mind and heart.",1815.6779,1520.724,901.75,0.0,0.0
464,Viswarupa-Darsana Yoga,11,52,"The Blessed lord said:Dear Arjuna, the Divine form of Myself which you have seen with so much difficulty is an experience which even the other gods and godesses in heaven long to see.",1030.6631,818.9172,782.52515,0.0,0.0
465,Viswarupa-Darsana Yoga,11,53,"Not even with such religious acts as ritual offerings, gifts to the unfortunate and poor, and by leading a life only of worship and devotion to Me, can one be so fortunate as to witness what you have.",1638.5026,1348.9819,1032.4205,0.0,0.0
466,Viswarupa-Darsana Yoga,11,54,"It is only by true love and selfless devotion that one can truly come to know Me, see Me in My true form, and be an eternal part of Me.",1115.0934,916.444,665.28503,0.0,0.0
467,Viswarupa-Darsana Yoga,11,55,He who truly loves Me; devotes his whole life to performing actions to please only Myself; who recognizes that I am the Supreme and final goal of life; who is free from all attachment and has love for all that I have created; that man comes to truly know who I am.,1839.6156,1536.278,933.39355,0.0,0.0
468,Bhakti Yoga,12,1,Arjuna asked: Those devotees who worship you as the one without attributes (formless) and those who worship you as the one with attributes (with form); which of these are better versed in Yoga?,0.0,580.3112,601.1088,1483.2155,0.0
469,Bhakti Yoga,12,2,"The Blessed Lord said: Those who have fixed their minds on Me and worship me with total dedication and faith, them I consider perfect in Yoga.",1009.69507,842.0166,558.2881,0.0,0.0
470,Bhakti Yoga,12,3,"But those who worship the formless, the Indefinable, the Imperishable, the Unmanifest, the Omnipresent, the Unthinkable, the Unchangeable, the Immovable, the External- Having controlled all of the senses, always evenminded, thinking of the welfare of all beings, they also come to Me.",0.0,1035.1741,1520.102,734.44275,0.0
471,Bhakti Yoga,12,4,"But those who worship the formless, the Indefinable, the Imperishable, the Unmanifest, the Omnipresent, the Unthinkable, the Unchangeable, the Immovable, the External- Having controlled all of the senses, always evenminded, thinking of the welfare of all beings, they also come to Me.",0.0,1035.1741,1520.102,734.44275,0.0
472,Bhakti Yoga,12,5,"However, the worship of God without form is very difficult for the embodied because it is very hard to set the mind on the unmanifest, i.e. the one not capable of being recognized with the aid of the senses.",829.58124,1043.7054,1348.2865,0.0,0.0
473,Bhakti Yoga,12,6,"But those who worship Me, dedicating all actions to Me, regarding Me as the Supreme Goal, meditating on Me with single-mindness.",0.0,411.0975,537.4221,477.26205,0.0
474,Bhakti Yoga,12,7,"These worshippers? thoughts are set on Me; hence O Arjuna, I become their saviour from the wheel of birth and death.",415.35526,466.63464,646.7906,0.0,0.0
475,Bhakti Yoga,12,8,"Therefore, fix your mind on Me alone, let your thoughts reside in Me. You will hereafter live in Me alone. Do not have any doubt about it.",1610.9725,1344.7412,780.0397,0.0,0.0
476,Bhakti Yoga,12,9,"If you are not able to set your mind on Me, O Arjuna, then wish to reach Me by the Yoga of constant practice.",1601.5502,1333.7471,858.8297,0.0,0.0
477,Bhakti Yoga,12,10,"If you are unable to perform the Yoga of constant practice, then be intent on doing your actions for My sake; thus, performing actions for My sake, you will attain perfection.",1682.4192,1404.399,910.79553,0.0,0.0
478,Bhakti Yoga,12,11,"If you cannot do actions for My sake, then taking refuge in Me, renounce (abandon) all the fruits of action by controlling yourself.",732.1753,583.08014,481.77686,0.0,0.0
479,Bhakti Yoga,12,12,"To gain spiritual knowledge is better than to practise Yoga; Meditation is better than Knowledge, abandoning the fruit of action is better than meditation because peace immediately follows the abandoning of the fruits of action.",0.0,876.5676,1421.7687,359.1526,0.0
480,Bhakti Yoga,12,13,"The Lord describes the divine qualities of a devotee: He who hates no one, who is friendly and compassionate to all, who is free of egoism, balanced in pain and pleasure and forgiving. He who is ever content, ever steady in meditation, self-controlled and firmly committed with mind and intellect fixed on Me, that devotee is dear to Me.",705.82477,783.2247,968.3297,0.0,0.0
481,Bhakti Yoga,12,14,"The Lord describes the divine qualities of a devotee: He who hates no one, who is friendly and compassionate to all, who is free of egoism, balanced in pain and pleasure and forgiving. He who is ever content, ever steady in meditation, self-controlled and firmly committed with mind and intellect fixed on Me, that devotee is dear to Me.",705.82477,783.2247,968.3297,0.0,0.0
482,Bhakti Yoga,12,15,"He who does not harm anyone in the world and from whom the world is not agitated, and he who knows no joy, envy, fear and anxiety, that devotee is dear to me.",1938.8373,1619.5361,1030.8657,0.0,0.0
483,Bhakti Yoga,12,16,"He who is free from desires, who is pure, expert, unconcerned, free from pain, selfless in all of his actions, he who is thus devoted to Me, is dear to Me.",1192.3766,960.43933,824.9278,0.0,0.0
484,Bhakti Yoga,12,17,"He who neither rejoices (obtaining the desirable objects), nor hates (the undesirable objects), nor grieves (losing his beloved objects), nor desires (his beloved objects), free from the notions of good and evil, full of devotion, he is dear to Me.",0.0,495.87393,436.1653,1799.4545,0.0
485,Bhakti Yoga,12,18,"He who is the same to enemy and friend and also in honour and dishonour, in cold and heat, in pleasure and pain, and who is free from attachment-",82.65962,1057.0804,1650.9283,331.42197,0.0
486,Bhakti Yoga,12,19,"He who is neutral in censure and praise, He who is silent, content with anything (in the world), does not claim any residence as his home, he who is steady-minded, full of devotion; that man is dear to Me.",277.64423,701.5023,1074.2462,22.295525,0.0
487,Bhakti Yoga,12,20,"They who follow this immortal law as described above, endowed with faith, looking upon Me as their supreme goal and being devoted, are extermely dear to Me.",798.8978,626.3926,631.9851,0.0,0.0
488,Ksetra-Ksetrajna-Vibhaga Yoga,13,1,"The Blessed Lord said:This body, O Arjuna, is called Kshetra (the field); he who knows it is called Kshetragya (the knower of the field) by the sages (those who have acquired spiritual knowledge).",0.0,455.35852,363.07388,1950.1334,0.0
489,Ksetra-Ksetrajna-Vibhaga Yoga,13,2,"The Blessed Lord said: This body, O Kaunteya is called KSHETRA (the Field) and he who knows it is called KSHETRAJNA (the Knower-of-the-Field) by those who know them (KSHETRA and KSHETRAJNA) i. e. , by the sages .",0.0,453.91788,331.43494,1993.5609,0.0
490,Ksetra-Ksetrajna-Vibhaga Yoga,13,3,"And you should know Me as the knower of the field in all fields, O Arjuna. The knowledge of both the field and the knower of the field is considered by Me to be real knowledge.",0.0,1017.58765,1512.8701,722.4913,0.0
491,Ksetra-Ksetrajna-Vibhaga Yoga,13,4,"What the field is, what it is like, what is its nature, what are its properties and modifications, from what causes, and also, who He (the knower of the field) is, and what His powers are; hear briefly all that from Me.",19.52022,710.6536,1139.4991,278.6878,0.0
492,Ksetra-Ksetrajna-Vibhaga Yoga,13,5,RISHIS have sung (about the Field and the Knower-of-the-Field ) in many ways in various distinctive chants and also in the suggestive words indicative of BRAHMAN full of reason and decision.,0.0,1280.5643,1217.5427,2642.127,0.0
493,Ksetra-Ksetrajna-Vibhaga Yoga,13,6,"The great elements, egoism, intellect, and also the unmanifested (MOOLA-PRAKRITI) , the ten senses and the one (the mind) and the five objects-of-the-senses, . . .",0.0,806.7149,739.71906,2399.0845,0.0
494,Ksetra-Ksetrajna-Vibhaga Yoga,13,7,"Desire, hatred, pleasure, pain, the body, intelligence, firmness; these along with their modifications have been called the field (Kshetra).",0.0,724.68176,693.30524,1633.4291,0.0
495,Ksetra-Ksetrajna-Vibhaga Yoga,13,8,"Humility, modesty, non-injury, forgiveness, uprightness, service of the teacher, purity, steadfastness, self-control.",0.0,1055.8458,1068.8927,1737.6222,0.0
496,Ksetra-Ksetrajna-Vibhaga Yoga,13,9,"Indifference to the sense-objects (such as sound, touch, etc.);absence of egoism (e.g. I am superior to all); reflection on the evil in birth, death, old age, sickness and pain.",0.0,729.0215,790.7273,1005.1494,0.0
497,Ksetra-Ksetrajna-Vibhaga Yoga,13,10,"Non-attachment, non-identification of self with son, wife, house, and the rest, and constant even-mindedness on the occurrence of the desirable and undesirable.",0.0,1315.6737,1337.107,2026.0404,0.0
498,Ksetra-Ksetrajna-Vibhaga Yoga,13,11,"Unflinching devotion to Me by the Yoga of non-separation, resort to solitary places, distaste for the society of worldly-minded people.",0.0,1192.7827,1419.0913,1410.0591,0.0
